"ingredient","singnum","singredient"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",2,"DEXTROSE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",3,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",4,"POTASSIUM CHLORIDE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",5,"POTASSIUM PHOSPHATE, DIBASIC"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",6,"SODIUM CHLORIDE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",1,"AMINO ACIDS"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",2,"DEXTROSE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",3,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",4,"POTASSIUM CHLORIDE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",5,"SODIUM CHLORIDE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",6,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",2,"DEXTROSE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",3,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",4,"POTASSIUM PHOSPHATE, DIBASIC"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM ACETATE"
"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",6,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",2,"MAGNESIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",3,"PHOSPHORIC ACID"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",4,"POTASSIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",5,"POTASSIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",6,"SODIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE",2,"MAGNESIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE",3,"PHOSPHORIC ACID"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE",4,"POTASSIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",2,"MAGNESIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",3,"PHOSPHORIC ACID"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",4,"POTASSIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",6,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE",2,"MAGNESIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE",3,"POTASSIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE",4,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",2,"MAGNESIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",3,"POTASSIUM ACETATE"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",4,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",5,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",2,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",3,"POTASSIUM ACETATE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",4,"POTASSIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE",5,"SODIUM ACETATE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",2,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",3,"POTASSIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",4,"POTASSIUM PHOSPHATE, DIBASIC"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",5,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",2,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",3,"POTASSIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",4,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",5,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",2,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",3,"POTASSIUM PHOSPHATE, DIBASIC"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",4,"SODIUM ACETATE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",1,"AMINO ACIDS"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",2,"MAGNESIUM CHLORIDE"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",3,"POTASSIUM PHOSPHATE, DIBASIC"
"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",4,"SODIUM CHLORIDE"
"AMINOCAPROIC ACID",1,"AMINOCAPROIC ACID"
"AMINOGLUTETHIMIDE",1,"AMINOGLUTETHIMIDE"
"AMINOHIPPURATE SODIUM",1,"AMINOHIPPURATE SODIUM"
"AMINOLEVULINIC ACID HYDROCHLORIDE",1,"AMINOLEVULINIC ACID HYDROCHLORIDE"
"AMINOPHYLLINE",1,"AMINOPHYLLINE"
"AMINOSALICYLATE SODIUM",1,"AMINOSALICYLATE SODIUM"
"AMINOSALICYLATE SODIUM; AMINOSALICYLIC ACID",1,"AMINOSALICYLATE SODIUM"
"AMINOSALICYLATE SODIUM; AMINOSALICYLIC ACID",2,"AMINOSALICYLIC ACID"
"AMINOSALICYLIC ACID",1,"AMINOSALICYLIC ACID"
"AMINOSALICYLIC ACID RESIN COMPLEX",1,"AMINOSALICYLIC ACID RESIN COMPLEX"
"AMIODARONE HYDROCHLORIDE",1,"AMIODARONE HYDROCHLORIDE"
"AMITRIPTYLINE HYDROCHLORIDE",1,"AMITRIPTYLINE HYDROCHLORIDE"
"AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE",1,"AMITRIPTYLINE HYDROCHLORIDE"
"AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE",2,"CHLORDIAZEPOXIDE"
"AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE",1,"AMITRIPTYLINE HYDROCHLORIDE"
"AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE",2,"PERPHENAZINE"
"AMLEXANOX",1,"AMLEXANOX"
"AMLODIPINE BESYLATE",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM",2,"ATORVASTATIN CALCIUM"
"AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE",2,"BENAZEPRIL HYDROCHLORIDE"
"AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL",2,"HYDROCHLOROTHIAZIDE"
"AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL",3,"OLMESARTAN MEDOXOMIL"
"AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN",2,"HYDROCHLOROTHIAZIDE"
"AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN",3,"VALSARTAN"
"AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL",2,"OLMESARTAN MEDOXOMIL"
"AMLODIPINE BESYLATE; PERINDOPRIL ARGININE",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; PERINDOPRIL ARGININE",2,"PERINDOPRIL ARGININE"
"AMLODIPINE BESYLATE; TELMISARTAN",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; TELMISARTAN",2,"TELMISARTAN"
"AMLODIPINE BESYLATE; VALSARTAN",1,"AMLODIPINE BESYLATE"
"AMLODIPINE BESYLATE; VALSARTAN",2,"VALSARTAN"
"AMLODIPINE MALEATE",1,"AMLODIPINE MALEATE"
"AMMONIA N-13",1,"AMMONIA N-13"
"AMMONIUM CHLORIDE",1,"AMMONIUM CHLORIDE"
"AMMONIUM LACTATE",1,"AMMONIUM LACTATE"
"AMODIAQUINE HYDROCHLORIDE",1,"AMODIAQUINE HYDROCHLORIDE"
"AMOXAPINE",1,"AMOXAPINE"
"AMOXICILLIN",1,"AMOXICILLIN"
"AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE",1,"AMOXICILLIN"
"AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE",2,"CLARITHROMYCIN"
"AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE",3,"LANSOPRAZOLE"
"AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE",1,"AMOXICILLIN"
"AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE",2,"CLARITHROMYCIN"
"AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE",3,"OMEPRAZOLE"
"AMOXICILLIN; CLAVULANATE POTASSIUM",1,"AMOXICILLIN"
"AMOXICILLIN; CLAVULANATE POTASSIUM",2,"CLAVULANATE POTASSIUM"
"AMPHETAMINE",1,"AMPHETAMINE"
"AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE",1,"AMPHETAMINE ADIPATE"
"AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE",2,"AMPHETAMINE SULFATE"
"AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE",3,"DEXTROAMPHETAMINE ADIPATE"
"AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE",4,"DEXTROAMPHETAMINE SULFATE"
"AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE",1,"AMPHETAMINE ASPARTATE"
"AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE",2,"AMPHETAMINE SULFATE"
"AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE",3,"DEXTROAMPHETAMINE SACCHARATE"
"AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE",4,"DEXTROAMPHETAMINE SULFATE"
"AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX",1,"AMPHETAMINE RESIN COMPLEX"
"AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX",2,"DEXTROAMPHETAMINE RESIN COMPLEX"
"AMPHETAMINE SULFATE",1,"AMPHETAMINE SULFATE"
"AMPHOTERICIN B",1,"AMPHOTERICIN B"
"AMPICILLIN SODIUM",1,"AMPICILLIN SODIUM"
"AMPICILLIN SODIUM; SULBACTAM SODIUM",1,"AMPICILLIN SODIUM"
"AMPICILLIN SODIUM; SULBACTAM SODIUM",2,"SULBACTAM SODIUM"
"AMPICILLIN/AMPICILLIN TRIHYDRATE",1,"AMPICILLIN/AMPICILLIN TRIHYDRATE"
"AMPICILLIN/AMPICILLIN TRIHYDRATE; PROBENECID",1,"AMPICILLIN/AMPICILLIN TRIHYDRATE"
"AMPICILLIN/AMPICILLIN TRIHYDRATE; PROBENECID",2,"PROBENECID"
"AMPRENAVIR",1,"AMPRENAVIR"
"ANAGRELIDE HYDROCHLORIDE",1,"ANAGRELIDE HYDROCHLORIDE"
"ANASTROZOLE",1,"ANASTROZOLE"
"ANIDULAFUNGIN",1,"ANIDULAFUNGIN"
"ANILERIDINE HYDROCHLORIDE",1,"ANILERIDINE HYDROCHLORIDE"
"ANILERIDINE PHOSPHATE",1,"ANILERIDINE PHOSPHATE"
"ANISINDIONE",1,"ANISINDIONE"
"ANISOTROPINE METHYLBROMIDE",1,"ANISOTROPINE METHYLBROMIDE"
"ANTAZOLINE PHOSPHATE; NAPHAZOLINE HYDROCHLORIDE",1,"ANTAZOLINE PHOSPHATE"
"ANTAZOLINE PHOSPHATE; NAPHAZOLINE HYDROCHLORIDE",2,"NAPHAZOLINE HYDROCHLORIDE"
"APIXABAN",1,"APIXABAN"
"APOMORPHINE HYDROCHLORIDE",1,"APOMORPHINE HYDROCHLORIDE"
"APRACLONIDINE HYDROCHLORIDE",1,"APRACLONIDINE HYDROCHLORIDE"
"APREMILAST",1,"APREMILAST"
"APREPITANT",1,"APREPITANT"
"APROTININ",1,"APROTININ"
"ARBUTAMINE HYDROCHLORIDE",1,"ARBUTAMINE HYDROCHLORIDE"
"ARDEPARIN SODIUM",1,"ARDEPARIN SODIUM"
"ARFORMOTEROL TARTRATE",1,"ARFORMOTEROL TARTRATE"
"ARGATROBAN",1,"ARGATROBAN"
"ARGININE HYDROCHLORIDE",1,"ARGININE HYDROCHLORIDE"
"ARIPIPRAZOLE",1,"ARIPIPRAZOLE"
"ARIPIPRAZOLE LAUROXIL",1,"ARIPIPRAZOLE LAUROXIL"
"ARMODAFINIL",1,"ARMODAFINIL"
"ARSENIC TRIOXIDE",1,"ARSENIC TRIOXIDE"
"ARTEMETHER; LUMEFANTRINE",1,"ARTEMETHER"
"ARTEMETHER; LUMEFANTRINE",2,"LUMEFANTRINE"
"ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE",1,"ARTICAINE HYDROCHLORIDE"
"ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE",2,"EPINEPHRINE BITARTRATE"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",1,"ASCORBIC ACID"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",2,"BIOTIN"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",3,"CHOLECALCIFEROL"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",4,"CYANOCOBALAMIN"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",5,"DEXPANTHENOL"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",6,"FOLIC ACID"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",7,"NIACINAMIDE"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",8,"PYRIDOXINE"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",9,"RIBOFLAVIN"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",10,"THIAMINE"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",11,"TOCOPHEROL ACETATE"
"ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",12,"VITAMIN A"
"ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PHYTONADIONE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E",1,"ASCORBIC ACID"
"ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PHYTONADIONE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E",2,"BIOTIN"
"ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PHYTONADIONE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E",3,"CYANOCOBALAMIN"
"ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PHYTONADIONE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E",4,"DEXPANTHENOL"
"ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PHYTONADIONE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E",5,"ERGOCALCIFEROL"
